0,791074.3684
1000,52.09695849
2000,28.57489874
3000,24.5671802
4000,25.72009842
5000,43.17412333
6000,66.92124397
7000,87.16875432
8000,48.18048649
9000,36.21714186
10000,25.02437706
11000,23.4552889
12000,23.07410594
13000,33.94948436
14000,14.8208301
15000,79.46327397
16000,5.356406797
17000,3.057340168
18000,0.408043639
19000,0.3818468232
20000,0.5708251452
21000,1.514802282
22000,16.15712529
23000,3.421945399
24000,0.8471992305
25000,0.5843821091
26000,0.4393421641
27000,2.772527765
28000,0.4171542784
29000,0.9539572881
30000,3.104092147
31000,0.300804858
32000,6.046159916
33000,0.4419266169
34000,0.4591855538
35000,0.336070553
36000,0.2736453005
37000,1.238610818
38000,0.5104568927
39000,5.51770746
40000,4.393218107
41000,0.4992084985
42000,0.155230626
43000,0.1599820776
44000,2.597665415
45000,0.3514672768
46000,0.2695230396
47000,0.5140280514
48000,0.4847060625
49000,0.3238768817
50000,0.1275674666
51000,2.335198293
52000,0.3043765781
53000,0.2681309828
54000,3.317658982
55000,0.08574617159
56000,1.148065262
57000,0.1834347103
58000,0.44745888
59000,0.3447983141
60000,3.846406666
61000,0.06717015177
62000,1.99049365
63000,1.336996363
64000,0.3706730358
65000,0.643432334
66000,0.2476019568
67000,0.09678468051
68000,0.6002174553
69000,0.6013495968
70000,1.973992593
71000,7.804912314
72000,5.158939239
73000,2.640631191
74000,0.06893901062
75000,0.5917393902
76000,0.6771000115
77000,0.3915771503
78000,1.591185106
79000,0.1900777165
80000,0.08047041976
81000,0.109202073
82000,1.182289287
83000,3.942970091
84000,0.07395322399
85000,0.7037510268
86000,8.121457121
87000,0.09787388396
88000,0.1022044478
89000,0.05745967468
90000,2.220366404
