0,757558.5776
1000,2976.716849
2000,889.6841529
3000,33.34665756
4000,30.7298417
5000,27.9555554
6000,27.64621026
7000,26.47263893
8000,24.44524209
9000,24.14745726
10000,23.96961596
11000,26.76830789
12000,25.86730684
13000,23.86979245
14000,23.64233421
15000,23.89046007
16000,23.55615797
17000,23.47896416
18000,23.92194985
19000,23.88067863
20000,24.53368575
21000,22.90639899
22000,23.85026405
23000,25.35986807
24000,75.62743602
25000,3.881152809
26000,2.527370234
27000,14.64000487
28000,1.103446382
29000,0.734672697
30000,0.565059722
31000,0.772302539
32000,2.093553097
33000,0.3985144797
34000,0.3613063996
35000,2.425685852
36000,0.3915423699
37000,0.3712703332
38000,3.621332649
39000,0.7404775651
40000,0.3887382303
41000,1.561463564
42000,0.3361630179
43000,14.0188861
44000,1.458167729
45000,0.683427739
46000,0.4421794451
47000,1.362524259
48000,3.310632219
49000,0.4912840245
50000,0.5983552058
51000,0.5946388822
52000,0.8880745117
53000,0.4309777722
54000,0.3235751965
55000,0.330084166
56000,0.3358516456
57000,0.8524035075
58000,0.4505012135
59000,5.196042511
60000,0.4618133052
61000,0.6538279861
62000,0.3145857773
63000,2.189624258
64000,0.3215270487
65000,0.4379140525
66000,8.240868342
67000,0.3079530143
68000,0.3202113535
69000,0.3064808972
70000,0.3656898161
71000,0.3247734924
72000,0.3011589481
73000,0.3873592041
74000,0.2982876634
75000,16.5656301
76000,0.6770275579
77000,0.2939244425
78000,6.019254086
79000,0.3831856109
80000,0.2910834721
81000,0.3705501762
82000,0.3065662431
83000,0.3062790001
84000,0.2833482722
85000,0.302168722
86000,2.00844285
87000,0.279036877
88000,0.2762552777
89000,0.2782417412
90000,0.294576519
91000,0.5591708517
92000,6.825964078
93000,0.2605698677
94000,0.2547336825
95000,0.2529533165
96000,2.854025182
97000,5.771191729
98000,0.2301897092
99000,0.216057298
100000,0.2107033603
