0.025,10,0,0.001,0,90,0.009,0,0,170,0.017,0,0,1400,0.14,0,0,10,0.001,0.7,7e-05,0,0,0,20,0.002,0,0,0,7000,0.7,2.5,0,3400
0.024213,9.999,0.00078607,0.0011963,6.6236e-07,22.901,0.00045058,67.099,0.0085454,4.1607,3.7796e-05,165.84,0.0016306,218.23,0.015552,1181.8,0.085646,8.2888,1.7122,0.11761,5.7379e-05,0.58206,0.00033693,6.694e-09,0.01302,3.5844e-06,19.983,0.005515,2.3249e-06,6997.4,3.2931,2.4847,0.015315,3400
0.023454,9.9983,0.0015449,0.0011994,1.3138e-06,0.11864,5.279e-06,89.881,0.0089906,0.88385,7.6163e-06,169.12,0.0014823,49.534,0.0034217,1350.5,0.09363,1.9299,8.0711,6.7796e-05,7.3979e-08,0.69922,0.00077871,5.7923e-08,0.0027361,1.3983e-06,19.989,0.010217,6.2953e-06,6997.1,3.5735,2.4845,0.015489,3400
0.02272,9.9975,0.0022776,0.0012003,1.9421e-06,0.093668,4.254e-06,89.906,0.0089916,0.7219,5.9247e-06,169.28,0.0014087,40.584,0.0027565,1359.4,0.09261,0.11784,9.8832,5.4004e-05,8.9996e-08,0.69884,0.0011768,1.4538e-07,0.0022337,1.675e-06,19.985,0.01499,1.1782e-05,6997,3.6935,2.4844,0.01556,3400
0.022013,9.9968,0.0029849,0.001201,2.5475e-06,0.092478,4.2036e-06,89.908,0.0089915,0.71382,5.5785e-06,169.29,0.0013413,40.136,0.0026844,1359.9,0.09122,0.0059184,9.9951,5.3307e-05,1.1884e-07,0.69845,0.001569,2.6786e-07,0.0022081,2.1759e-06,19.98,0.019692,1.8315e-05,6996.9,3.8038,2.4844,0.015622,3400
0.021329,9.9961,0.0036677,0.0012018,3.1309e-06,0.092419,4.2011e-06,89.908,0.0089913,0.71342,5.3091e-06,169.29,0.0012772,40.114,0.0026444,1359.9,0.089914,0.00030322,10.001,5.3245e-05,1.4823e-07,0.69806,0.0019551,4.2462e-07,0.0022064,2.6861e-06,19.975,0.024322,2.546e-05,6996.8,3.912,2.4843,0.015681,3400
0.020669,9.9955,0.0043269,0.0012025,3.693e-06,0.092416,4.2009e-06,89.908,0.0089912,0.7134,5.0576e-06,169.29,0.0012168,40.113,0.0026091,1359.9,0.088718,1.7852e-05,10.001,5.3214e-05,1.7726e-07,0.69768,0.0023357,6.1497e-07,0.0022058,3.19e-06,19.971,0.028885,3.2888e-05,6996.7,4.0188,2.4843,0.015738,3400
0.020032,9.9948,0.0049634,0.0012032,4.2344e-06,0.092416,4.2007e-06,89.908,0.0089909,0.71339,4.8221e-06,169.29,0.0011601,40.113,0.0025772,1359.9,0.087633,2.4675e-07,10.001,5.3185e-05,2.059e-07,0.6973,0.0027111,8.3827e-07,0.0022053,3.6874e-06,19.966,0.033388,4.0354e-05,6996.6,4.1242,2.4842,0.015791,3399.9
0.019417,9.9942,0.0055778,0.0012039,4.756e-06,0.092416,4.2006e-06,89.908,0.0089907,0.7134,4.6037e-06,169.29,0.0011076,40.113,0.0025485,1359.9,0.086656,4.0441e-07,10.001,5.3157e-05,2.3418e-07,0.69693,0.0030818,1.0939e-06,0.0022048,4.1787e-06,19.962,0.037836,4.7688e-05,6996.5,4.2283,2.4842,0.015843,3399.9
0.018824,9.9936,0.006171,0.0012046,5.2584e-06,0.092416,4.2005e-06,89.908,0.0089904,0.71339,4.4024e-06,169.29,0.0010591,40.113,0.0025228,1359.9,0.085784,5.1936e-08,10.001,5.3129e-05,2.6214e-07,0.69657,0.0034483,1.3813e-06,0.0022043,4.6646e-06,19.957,0.042235,5.4775e-05,6996.4,4.3314,2.4841,0.015892,3399.9
0.01825,9.993,0.006744,0.0012052,5.7424e-06,0.092416,4.2003e-06,89.908,0.0089901,0.7134,4.2187e-06,169.29,0.001015,40.113,0.0025,1359.9,0.085009,-3.3482e-08,10.001,5.3101e-05,2.8983e-07,0.6962,0.0038113,1.6998e-06,0.0022038,5.1459e-06,19.953,0.046593,6.1548e-05,6996.3,4.4335,2.4841,0.015939,3399.9
0.017696,9.9925,0.0072978,0.0012059,6.2091e-06,0.092416,4.2002e-06,89.908,0.0089897,0.7134,4.0528e-06,169.29,0.00097503,40.113,0.0024798,1359.9,0.084322,-9.2336e-08,10.001,5.3074e-05,3.1729e-07,0.69584,0.0041712,2.0487e-06,0.0022034,5.6233e-06,19.949,0.050916,6.7981e-05,6996.2,4.5348,2.484,0.015984,3399.9
0.017161,9.992,0.007832,0.0012065,6.658e-06,0.092416,4.2e-06,89.908,0.0089893,0.7134,3.9044e-06,169.29,0.00093935,40.113,0.0024623,1359.9,0.083727,-4.1878e-08,10.001,5.3047e-05,3.445e-07,0.69549,0.004528,2.4283e-06,0.0022029,6.0967e-06,19.945,0.055202,7.408e-05,6996.1,4.6353,2.484,0.016027,3399.9
0.016645,9.9914,0.0083482,0.0012072,7.0906e-06,0.092416,4.1998e-06,89.908,0.0089889,0.7134,3.7734e-06,169.29,0.00090783,40.112,0.002447,1359.9,0.08321,1.293e-08,10.001,5.3019e-05,3.7154e-07,0.69513,0.0048824,2.8376e-06,0.0022024,6.5674e-06,19.94,0.059462,7.9902e-05,6996,4.7352,2.4839,0.016069,3399.9
0.016146,9.9909,0.0088465,0.0012078,7.507e-06,0.092416,4.1996e-06,89.908,0.0089885,0.7134,3.6597e-06,169.29,0.00088049,40.113,0.0024341,1359.9,0.082772,7.4713e-08,10.001,5.2993e-05,3.9841e-07,0.69478,0.0052345,3.2765e-06,0.002202,7.0352e-06,19.936,0.063695,8.5445e-05,6995.9,4.8345,2.4839,0.01611,3399.9
