0,24.78232189,24.78232189
1000,26.53800847,26.53800847
2000,24.27687603,24.27687603
3000,23.19185536,23.19185536
4000,23.77531464,23.77531464
5000,0.8456101986,0.8456101986
6000,0.1878046212,0.1878046212
7000,0.08444972949,0.08444972949
8000,0.197707032,0.197707032
9000,0.4562003874,0.4562003874
10000,0.06276355791,0.06276355791
11000,0.0483872041,0.0483872041
12000,0.0982645049,0.0982645049
13000,0.2410360082,0.2410360082
14000,0.04307202548,0.04307202548
15000,0.04243342808,0.04243342808
16000,0.2516301255,0.2516301255
17000,0.04530028694,0.04530028694
18000,0.04451168652,0.04451168652
19000,0.04184890894,0.04184890894
20000,0.08305215406,0.08305215406
